Row Labels,1-Jun,2-Jun,3-Jun,4-Jun,5-Jun,6-Jun,7-Jun,8-Jun,9-Jun,10-Jun,11-Jun,12-Jun,13-Jun,14-Jun,15-Jun,16-Jun,17-Jun,18-Jun,19-Jun,20-Jun,21-Jun,22-Jun,23-Jun,24-Jun,25-Jun,26-Jun,27-Jun,28-Jun,29-Jun,30-Jun,1-Jul,2-Jul,3-Jul,4-Jul,5-Jul,6-Jul,7-Jul,8-Jul,9-Jul,10-Jul,11-Jul,12-Jul,13-Jul,14-Jul,15-Jul,16-Jul,17-Jul,18-Jul,19-Jul,20-Jul,21-Jul,22-Jul,23-Jul,24-Jul,25-Jul,26-Jul,27-Jul,28-Jul,29-Jul,30-Jul,31-Jul,1-Aug,2-Aug,3-Aug,4-Aug,5-Aug,6-Aug,7-Aug,8-Aug,9-Aug,10-Aug,11-Aug,12-Aug,13-Aug,14-Aug,15-Aug,16-Aug,17-Aug,18-Aug,19-Aug,20-Aug,21-Aug,22-Aug,23-Aug,24-Aug,25-Aug,26-Aug,27-Aug,28-Aug,29-Aug,30-Aug,31-Aug,1-Sep,2-Sep,3-Sep,4-Sep,5-Sep,6-Sep,7-Sep,8-Sep,9-Sep,10-Sep,11-Sep,12-Sep,13-Sep,14-Sep,15-Sep,16-Sep,17-Sep,18-Sep,19-Sep,20-Sep,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,28-Sep,29-Sep,30-Sep,1-Oct,2-Oct,3-Oct,5-Oct,6-Oct,7-Oct,8-Oct,9-Oct,10-Oct,11-Oct,12-Oct,13-Oct,14-Oct,15-Oct
DPBRL11,70.89,64.18,72.64,65.01,68.86,74.7,70.43,91.56,70.56,68.56,80.57,80.38,71.01,65.91,70.63,67.32,70.59,76.15,79.19,75.85,75.65,83.68,87.11,90.99,77.84,77.51,83.78,81.17,91.25,85.95,82.61,87.98,98,87,90.11,96.99,88.01,92.23,85.47,89.05,91.72,90.81,95.69,90.71,90.09,92.36,100.35,92.46,107.32,112.11,113.6,119.89,117.07,115.44,117.05,117.41,115.38,118.45,109.21,112.35,103.26,114.12,108.75,110.65,138.48,119.92,111.47,103.4,103.52,112.47,118.18,121.58,118.17,111.8,117.2,105.99,98.21,100.75,115.73,121.49,103.24,96.75,99.4,110.32,102.77,97.46,104.29,110.01,101.09,109.21,103.7,111.52,126.86,120.55,120.57,105.28,111.63,117.66,132.49,120.46,119.67,85.77,106.24,111.54,103.7,96.01,93.13,89.76,96.22,91.78,89.61,98.37,85.73,98.16,95.02,94.57,86.21,71.55,81.29,100.53,95.66,110.92,124.24,104.65,106.1,113.15,126.87,131.69,138.65,125.8,121.47,119.08,134.43,133.88,144.09,75.36
DPBRM01,467.96,465.98,553.15,539.95,549.48,560.4,577.08,651.29,596.43,546.1,545.22,536.2,584.16,566.04,581.19,575.37,558.62,583.77,602.9,598.83,510.62,587.5,571.41,598.26,582.69,572.81,598.21,637.39,652.56,625.02,639.25,632.31,617.04,630.25,616.05,595.63,605.64,573.23,600.09,564.24,628.3,614.41,611.81,588.31,557.03,556.97,551.66,553.71,552.14,544.48,460.54,544.12,569.73,568.62,615.55,609.76,638.36,626.72,606.53,606.74,617.39,640.91,594.64,620.5,647.17,599.47,523.63,549.6,573.75,582.83,612.58,647.7,583.96,559,554.61,626.15,566.13,546.78,541.93,542.72,509.34,576.6,524.2,540.32,526.45,514.1,551.88,537.5,509.87,549.48,583.99,553.83,615.92,583.27,633.62,605,578.67,569.83,571.69,541.54,515.61,491.8,457.39,505.92,494.93,489.02,513.43,502.76,491.5,495.47,525.94,532.29,540.99,504.83,528.12,529.13,528.85,524.39,549.36,597.26,556.44,541.59,522.78,536.13,555.19,502.47,497.84,481.08,479.53,467.79,490.81,529.03,564.34,547.3,542.97,301.66
DPBRM05,163,165.88,173.53,161.37,170.74,175.36,158.14,169.98,177.1,160.62,162.49,156.97,153.05,160.4,172.03,146.49,191.77,165.96,175,185.76,190.33,173.24,182.41,185.39,187.31,190.48,177.54,179.36,187.17,186.52,236.49,257.73,273.24,245.62,281.34,278.22,270.68,263.7,264.48,247.08,294.99,252.03,253.76,262.5,266.52,254.31,259.58,280.77,285.64,324.71,301.06,323.03,321.93,327,329.19,343.53,359.84,335.7,344.24,340.28,322.38,324.61,332.37,309.2,340.94,341.09,288.81,297.28,285.7,314.92,283.61,288.72,287.49,301.51,279.84,292.15,332.01,298.02,291.45,318.02,307.12,280.09,282.46,290.52,279.57,304.55,270.78,294.22,284.8,284.19,289.81,290.26,287.94,276.91,180.85,271.1,246.1,266.7,279.1,280.72,261.21,266.96,207.28,270.99,252.12,246.35,253.74,280.34,267.93,267.11,274.55,256.04,278.47,245.26,248.34,251.18,226.64,245.23,264.42,277.88,270.6,234.75,251.96,255.99,266.38,202.82,192.2,242.14,237.27,180.02,220.21,238.54,238.36,221.48,231.12,146.02
DPBRM06,110.78,115.85,122.87,132.37,124.19,117.22,118.8,137.21,138.41,138.82,133.92,136.92,131.45,137.79,141.65,130.33,128.77,131.51,138.61,140.44,131.8,133.84,134.93,144.72,139.66,145.61,135.03,145.26,146.72,148.32,142.33,149.45,147.74,150.62,140.2,145.97,141.97,139.87,140.4,139.8,149.99,157.47,144.56,143.62,147.63,150.11,152.45,152.64,158.84,159.59,155.56,157.03,160.23,159.76,159.43,161.43,176.27,168.76,173.39,171.01,160.38,160.11,158.99,162.48,174.43,177.51,162,157.83,154.65,164.52,161.81,161.89,161.21,164.43,157.36,161.25,165.06,152.31,149.97,150.92,154.15,157.98,150.86,150.64,152.48,154.1,148.13,154.27,152.5,157.99,167.01,163.8,161.88,160.04,164.1,157.1,149.09,157.12,147.76,153.89,157.58,157.39,149.06,140.33,144.85,144.86,149.3,136.28,140.44,139.91,142.79,145.75,139.69,133.76,136.89,139.12,147.78,138.62,136.51,155.59,147.56,147.98,174.6,190.28,164.99,161.49,158.43,155.53,153.66,161.53,157.21,154.49,163.62,174.39,179.32,96.14
DPBRM07,111.04,124.34,130.23,130.47,133.68,134.46,117.36,140.27,139.45,149.91,145.46,144.66,135.58,130.74,149.96,147.82,146.63,117.84,144.25,146.53,126.93,150.32,142.71,136.57,157.25,144.75,143.49,158.26,153.02,156.33,161.87,150.61,153.09,159.67,157.08,162.48,161.45,152.51,156.7,156.46,172.02,170.06,156.33,154.74,158.23,159.25,154.43,162.2,144.39,154.74,151.91,164.55,168.48,166.84,161.89,172.1,165.39,162.44,165.4,161.18,158.72,158.68,160.13,168.15,181.18,163.7,150.41,154.39,159.94,166.58,155.67,151.43,159.9,154.47,160.69,159.57,161.82,160.89,155.86,140.58,150.27,147.23,145.86,151.27,150.16,153.79,163.16,146.52,156.62,161.83,161.3,158.53,160.47,162.44,168.88,165.06,164.46,159.42,157.43,148.49,149.17,154.91,138.53,152.95,150.82,163.1,154.59,159.05,169.09,160.28,153,149.31,152.77,158.34,167.86,151.62,157,166.21,154.08,161.5,165.49,133.46,152.24,146.35,152.16,244.5,241.93,227.98,258.53,233.81,213.15,242.72,257.95,253.09,270.63,147.22
DPCRB02,408.13,370.79,378.82,433.56,416.04,388.96,377.23,484.34,405.24,425.63,404.26,405.82,419.93,438.67,420.67,412.88,426.79,437.25,431.46,417.79,437.73,436.27,420.61,439.75,435.27,414.61,419.44,429.37,479.22,461.03,472.02,460.41,463.04,452.99,419.25,423.12,462.72,416.53,419.05,438.71,461.56,447.37,437.55,406.35,421.96,445.96,446.54,439.07,436.57,493.54,485.07,527.58,553.09,515.1,535.34,541.89,532.84,549.87,526.69,536.83,509.95,531.82,495.05,510.65,553.92,511.03,475.39,440.56,455.49,479.45,469.9,461.52,459.14,450.67,439.46,450.96,453.98,464.73,480.98,446.16,469.9,453.41,460.43,443.25,433.38,460.17,471.06,460.5,459.54,460.08,465.28,465.64,443.35,446.49,449.19,463.38,453.31,461.4,466.48,463.66,478.38,477.91,430.45,453.48,415.87,417.47,409.66,428,442.21,436.61,401.91,427.81,422.9,417.39,424.53,458.9,422.87,436.14,444.5,514.19,479.48,464.88,463.3,433.79,458.68,436.17,447.39,445.17,474.39,438.21,461.35,492.27,503.76,496.87,523.38,279.63
DPCRB03,163.44,139.98,156.78,163.64,160.17,155.6,159.66,171.28,138.98,155.99,164.45,157.29,165.71,179.31,167.28,149.42,169.59,169.22,187.93,172.39,177.77,177.48,171.02,171.85,183.5,180.47,136.68,186.54,153.71,186.32,180.89,187.68,189.04,187.18,173.1,185.32,190.43,198.12,180.95,172.76,197.43,179.31,172.5,172.82,174.2,171.13,181.15,175.61,184.39,180.74,170.21,177.53,181.04,179.55,190.56,199.17,196.47,204.04,186.12,194.5,198.77,184.03,188.61,187.8,202.9,196.25,179.79,177.98,170.25,181.36,168.8,176.45,171.98,191.62,171.62,177.76,171.05,157.38,162.77,163.92,168.81,164.72,165.7,177.28,171,177.61,171.92,177.82,178.37,176.31,310.43,300.89,298.39,293.83,250.97,305.22,279.21,304.99,290.38,305.8,295.44,332.37,299.94,304.58,301.84,297.31,319.65,311.97,333.89,346.71,299.78,330.43,306.86,299.68,306.88,325.26,302.05,320.99,335.98,342.94,356.97,336.63,318.81,318.79,343.72,329.61,301.35,318.7,318.66,327.95,324.96,346.11,314.5,357.79,345.97,199.97
DPCRB04,143.35,144.67,149.01,151.39,161.49,156.08,147.67,165.09,164.55,163.16,168.69,173.32,166.15,169.62,160.93,163.88,169.1,161.46,171.11,161.08,153.53,164.1,155.7,167.23,172.51,166.95,169.42,158.82,176.26,165.02,184.3,164.48,169,166.25,154.37,166.33,175.82,175.62,163.98,165.61,174.04,171.69,168.06,172.9,172.23,153.97,174.09,179.35,167.81,179.9,166.07,178.78,176.86,175.96,190.44,170.51,181.25,174.93,181.09,179.77,172.28,176.75,180.67,178.65,224.12,335.4,275.73,283.84,294.34,340.08,319.47,267.42,281.11,282.98,278.04,272.1,272.48,284.56,300.44,295.71,304.09,294.16,291.23,289.16,294.15,298.84,359.76,340.46,335.41,363.33,409.46,310.68,374.35,351.3,385.35,375.54,314,357.77,323,348.61,312.46,255.37,326.84,353.08,331.83,331.57,353.72,339.22,352.24,344.7,347.52,370.16,380.22,353.36,368.7,391.85,370.83,352.65,328.15,435.6,405.45,365.18,389.7,352.9,351.47,323.06,330.43,362.45,396.52,350.31,252.01,392.23,384.09,360.7,377.98,213.67
DPCRB05,81.59,77.63,84.76,93.88,75.53,72.51,73.09,84.53,92.86,83.46,88.4,80.11,85.08,83.96,89.37,55.17,64.98,96.6,93.01,86.15,78.96,84.53,85.69,88.62,99.33,92.21,90.02,92.3,87.9,86.21,96.56,90.99,94.94,91.67,87.65,90.83,99.53,94.59,89.3,86.84,93.35,90.31,89.06,90.81,84.84,99.85,101.87,99.37,101.87,112.71,115.87,121.66,116.49,115.19,116.5,106.61,111.48,107.04,118.4,115.74,114.12,110.46,105.13,102.24,115.44,109.46,99.93,99.13,103.99,112.02,129.17,116.44,110.77,120.5,109.57,120.84,106.77,126.78,170.86,181.3,182.39,178.93,168.51,173.2,148.46,179.24,184.62,207.06,188.91,193.41,179.34,189.41,180.25,198.85,224.18,189.49,203.09,195.38,194,214.21,192.43,199.46,195.77,145.51,178.18,164.4,169.59,169.35,183.41,166.7,182.03,193.69,181.15,179.58,199.53,216.13,214.93,216.38,216.93,236.29,210.42,218.66,239.57,217.24,214.04,222.76,215.05,223.26,241.07,213.56,233.79,238.33,227.41,238.27,248.87,143.23
DPCRB06,125.93,128.12,121.26,126.91,126.94,119.94,112.04,143.27,138.71,126.55,128.87,121.73,124.3,128.36,122.44,120.98,123.82,135.23,132.22,135.33,138.33,132.79,129.81,126.27,131.46,118.82,123.3,120.71,125.29,126.4,129.13,133.07,132.72,133.5,130.76,128.19,131.27,137.62,136.83,126.96,138.15,131.4,138.18,134.9,126.07,129.17,143.98,134.45,141.77,152.37,157.43,149.93,160.68,150.49,158.43,154.08,162.9,160.43,155.91,160.67,155.35,162.33,158.75,152.95,172.97,157.03,119.06,192.47,243.85,245.25,246.72,244.32,233.86,239.62,247.14,222.84,217.26,240.68,235.43,234.21,257.66,234.1,229.34,220.95,229.26,261.56,265.9,261.11,265.64,258.34,285.59,287.59,259.24,273.37,293.51,269.51,281.97,265.49,266.76,267.77,260.97,298.95,262.89,265.1,256.75,270.09,265.54,265.67,255.19,244.24,251,246.1,234.42,241.66,237.15,244.65,208.17,206.94,201.95,238.29,230.26,219.37,233.86,241.98,238.03,233.76,248.98,247.95,273.4,239.9,237.7,293.19,288.19,253.95,286,183.24
DPCRB07,176.99,186.47,194.74,188.7,184.86,165.98,173.5,206.1,209.16,171.46,184.32,196.25,169.14,188.11,185.45,168.2,188.53,186.91,185.94,197.04,189.62,208.01,200,193.71,206.16,182.4,199.99,202.14,212,207.03,214.1,220.43,214.92,200.06,203.91,198.62,200,195.61,185.15,200.48,211.61,211.02,209.33,213.54,221.82,207.52,214.02,211.75,204.76,223.15,218.73,222.32,229.25,232.21,240.94,238.56,233.68,238.98,244.08,230.28,238.48,238.29,214.45,230.43,247.18,212.95,217.45,158.52,226.63,223.57,197.07,248.07,372.63,349.93,327.24,326.64,339.09,343.09,319.63,315.75,312.74,296.83,320.71,313.36,290.89,328.71,338.24,369.32,333.31,320.92,325.15,313.31,308.11,325.82,326.43,311.12,358.85,313.38,343.23,297.57,347.99,345.88,357.75,332.23,314.85,307.48,308.36,312.64,337.87,333.42,320.65,283.99,312.93,303.21,317.47,341.15,316.95,214.54,274.85,356.98,317.86,307.18,317.39,330.59,341.7,365.16,339.27,309.49,298.98,299.57,260.26,230.92,378.12,366.47,369.24,231.45
DPCRB09,115.88,116.99,114.45,114.35,123.06,117.83,118.3,145.29,130.18,130.27,135.08,122.54,131.93,131.03,128.93,128.62,126.86,135.91,123.69,128.33,124.71,135.77,121.32,125.22,128.75,133.96,130.03,133.15,133.14,130.25,137.52,133.67,129.53,122.51,132.59,120.96,131.56,140.88,135.74,143.6,143.02,122.34,141.9,151.65,132.95,132.18,142.36,133.46,130.17,140.35,146.49,152.8,162.74,155.12,163.76,150.23,153.48,160.29,155.71,150.67,151.34,156.89,150.81,147.55,162.68,160.61,167.07,154.87,152.32,161.11,146.77,155.99,155.95,153.44,150.23,156.26,157.43,157.68,148.66,153.51,168.16,152.58,150.54,150.93,132.64,140.85,161.59,161.51,155.79,164.14,172.11,148.59,154.07,145.35,149.58,153.69,144.33,140.74,140.34,145.85,145.24,147.01,147.17,144.4,129.69,144.16,137.54,137.88,152.81,129.95,134.5,156.4,145.59,138.84,125.47,142.51,138.68,124.7,135.62,159.26,156.9,163.1,145.8,138.5,146.07,153.36,145.19,140.65,152.18,146.33,143.08,162.09,169.42,162.41,185.25,110.96
DPCRB10,121.16,107.86,125.54,129.01,115.92,118.13,119.21,138.6,130.8,111.74,115.01,123.67,121.58,116.41,118.21,111.43,127.35,104.28,121.73,124.82,123.03,119.45,113.26,121.24,125.6,112.49,92.29,121.23,123.38,127.27,125.17,126.96,134.48,126.93,127.68,128.88,121.96,129.82,124.59,122.25,137.06,120.28,117.3,127.86,131.32,111.11,126.21,128.37,125.5,142.6,143.97,139.5,145.76,148.79,143.85,148.33,155.14,148.19,157,136.38,143.14,143.28,152.53,157.7,164.92,145.79,128.19,139.26,123.37,143.82,140.09,146.55,151.8,148.58,135.34,246.85,231.65,231.99,236.1,199.86,239.41,201.57,215.86,184.66,216.97,239.17,242.07,240.69,252.29,251.01,251.15,249.3,246.66,261.39,260.23,255.7,236.25,241.34,230.99,237.49,254.85,252.45,243.63,234.84,229.39,241.2,229.33,237.68,233.86,226.51,248.44,274.36,258.23,260.06,273.79,260.55,253.61,228.73,237.94,256.9,250.59,244.34,234.46,236.79,248.03,213.32,225.05,220.05,228.81,234.35,207.65,249.41,272.88,267.25,306.85,181.3
DPCRB11,136.59,152.44,145.17,142.58,136.89,129.79,131.89,145.6,153.98,146.38,144.44,153.03,147.08,142.26,149.27,141.54,137.79,148.09,148.09,146.13,146.22,146.04,115.27,150.69,149.2,140.53,152.04,145.73,153.58,152.49,152.82,163.19,158.54,155.46,160.33,154.58,154.06,157.36,153.3,157.59,160.16,159.63,147.59,153.52,147.93,153.3,156.12,150.57,168.29,168.9,171.69,168.67,174.31,164.67,172.73,175.58,177.26,181.31,175.71,172.15,172.06,176.31,172.71,168.71,185.97,179.01,167.74,171.77,162.61,161.98,165.14,180.67,173.74,183.91,192.37,187.51,174.13,178.17,187.42,188.41,180.11,178.59,172.86,182.46,183.89,208.24,203.76,206.75,224.49,206.08,223.31,215.88,214.11,221.34,210.06,205.44,217.48,208.11,206.24,206.67,209.56,203.49,185.63,196.45,193.48,196.14,183.52,184.32,190.64,202.64,177.11,184.45,183.68,194.92,181.23,183.07,166.6,182.09,163.08,193.97,186.23,185.73,198.02,191.02,196.97,213.13,196,195.92,197.52,188.31,179.64,194.85,191.74,215.18,215.59,147.41
DPCRB12,159.25,150.89,149.24,153.98,144.07,137.58,145.66,153.67,161.97,154.45,149.76,154.49,153.45,152.37,156.14,144.74,150.71,148.68,149.55,154.26,152.92,156.54,153.67,154.15,154.55,156.84,163.16,146.69,160.24,161.94,154.91,159.44,154.65,156.89,153.87,163.17,165.63,167.09,165.93,168.46,167.6,159.54,160.97,160.46,160.22,160.59,164.08,161.49,165.94,171.17,171.07,170.9,170.33,170.23,178.11,180.07,178.91,187,177.88,186.95,188.38,185.86,177.22,182.31,184.51,180.98,178.76,161.83,174.82,174.62,173.87,166.01,170.78,166.81,153.13,189.98,188.3,193.83,184.26,188.24,188.69,183.86,188.22,191.5,179.58,214.69,197.21,201.59,194.95,194.51,211.24,204.91,208.88,206.74,207.29,201.25,209.88,199.11,220.27,226.58,208.61,231.61,206.01,203.89,198.87,197.71,197.46,193.86,212.79,204.33,195.05,188.29,176.16,178.48,177.71,176.01,156.97,178.63,177.6,192.57,182.4,190.26,206.66,172.93,167.78,176.45,187.08,185.26,203.59,177.5,185.06,211.21,195.52,186.9,193.64,117.81
DPCRB13,153.51,156.78,150.26,153.04,157.42,147.95,148.32,158.53,155.27,144.41,154.79,149.71,139.69,150.38,152.41,143.02,153.49,155.74,155.03,157.79,156.05,150.24,153.15,163.9,157.08,154.34,156.67,143.71,151.61,148.42,156.9,154.3,150.93,153.22,151.38,163.24,155.31,157.15,153.06,155.18,160.33,155.97,157.29,148.02,151.99,156.76,152.77,155.27,155.52,167.56,163.09,164.51,161.1,165.26,170.56,171.53,171.91,176.4,169.69,177.41,169.47,172.79,148.94,158.06,167.08,173.04,157.26,145.09,225.36,275.99,244.42,246.65,238.91,238,238.91,237.16,235.63,234.22,235.63,257.13,243.17,237.62,238,245.2,229.36,274.4,277.38,296.73,301.52,281.3,293.41,269.94,270.86,258.06,308.12,277.24,298.73,271.99,270.31,270.31,276.82,292.33,271.68,251.38,230.15,231.4,232.43,232.36,277.04,246.95,237.83,255.58,240.03,220.98,237.22,237.04,223.85,204.87,198.89,229.96,228.55,231.95,235.38,218.58,227.76,244.84,218.98,210.36,254.51,245.43,232.64,271.2,244.29,265.38,279.4,158.57
DPCRB15,94.09,102.28,104.54,94.4,92.36,87.49,91.17,100.88,99.59,92.08,98.85,108.25,94.36,96.02,100.28,90.05,102.15,93.41,93.65,98.09,104.29,117.39,102.49,102.66,100.38,86.6,99.51,100.76,105.7,100.27,119.87,107.04,113.86,106.6,103.31,108,106.29,98.19,88.93,98.22,102.02,109.4,107.56,97.39,100.04,107.81,104.71,100,111.58,118.97,114.8,120.19,123.96,120.87,119.39,124.64,115.02,119.24,120.21,110.23,115.93,120.63,118.29,121.4,121.18,111.45,108.19,117.06,162.74,161.36,159.64,152.28,164.17,159.2,139.53,124.38,139.44,136.23,138.59,129.02,124.27,133.74,142.28,136.28,142.28,163.27,165.7,155.77,174.35,159.1,153.32,154.02,166.43,149.19,162.29,152.24,163.55,134.51,133.24,146.84,154.98,146.32,137.87,147.25,144.4,132.95,136.63,153.49,124.34,153.63,150.7,108.32,130.66,135.68,127.69,121.32,125.3,62.12,92.48,135.98,128.53,144.78,126.08,132.02,138.68,143.43,133.92,127.25,111.4,106.37,99.58,90.39,137.97,138.78,150.48,77
DPCRB16,130.55,140.94,138.23,135,126.06,107.81,135.1,119.57,145.65,173.02,166.76,176.6,154.33,171.34,167.11,168.32,170.18,180.12,167.67,177.7,162.65,176.24,177.36,191.88,192.75,159.78,174.56,176.16,188.05,187.77,217.84,238.11,222.91,226.94,235.02,227.65,229.58,235.3,242.55,235.64,252.85,233.02,244.02,231.93,241.34,248.01,241.16,244.01,258.95,286.05,306.81,309.77,349.89,348.6,340.34,354.51,343.84,350.14,323.9,339.63,307.1,304.14,291.39,274.27,351.2,296.27,283.89,252.25,237.46,248.71,258.71,232.47,243.85,239.77,241.32,235.06,223.15,226.47,240.1,241.15,230.94,214.39,226.6,234.49,215.08,232.02,266.09,266.05,239.11,240.54,257.38,252.67,234.51,247.02,253.67,239.03,213.8,212.69,230.51,218.71,222.93,234.41,219.64,178.71,188.96,199.89,177.59,175.95,250.79,221.24,202.64,210.65,235.36,252.88,239.38,226.21,192.92,190.39,182.29,204.36,180.13,191.33,229.32,202.96,198.63,239.37,215.26,213.95,246.38,207.26,201.55,220.21,243.68,254.5,266.81,159.19
DPCRB17,312.77,294.64,335.09,345.23,352.19,347.45,323.33,423.76,371.53,372.46,352.03,376.64,377.92,341.59,377.41,350.43,323.38,323.26,355.66,375.9,308.99,363.35,373.47,386.48,401.26,374.99,379.97,403.73,403.09,374.75,385.98,350.3,360.79,340.5,366.15,349.62,354.94,357.71,373.93,389.72,402.13,367.95,370.37,361.86,344.46,347.97,368.08,355.88,334.5,396.02,355.91,413.01,413.74,407.14,418.68,437.81,451.59,454.96,462.05,416.54,419.18,424.77,394.78,419.77,467.53,404,356.24,421.16,374.49,283.88,270.38,238.46,229.75,233.49,235.73,236.07,248.49,246.16,249.55,248.22,257.55,229.64,235.34,271.3,262.9,246.64,260.04,237.57,247.39,260.52,261.2,244.5,253.59,258.7,263.87,244.2,250.37,231.03,241.14,249.74,239.83,179.69,220.11,231.4,228.1,214.95,225.96,226.45,247.94,227.52,234.3,240.43,228.83,227.76,283.78,289.38,279.47,292.41,287.01,322.33,320.61,323.12,332.76,316.02,355.87,338.82,319.86,310.57,306.82,324.57,279.01,314.58,316.38,310.23,330.99,197.46
DPCRB18,164.25,171.48,174.26,175.28,180.03,177.5,164.68,193.02,187.78,163.94,179.14,181.28,175.99,191.68,181.46,171.2,177.58,180.85,190.41,183.29,170.65,182.48,172.02,176.55,177.9,179.88,162.81,185.84,193.76,193.75,194.75,194.04,195.86,196.67,190.56,200.34,203.14,195.02,189.56,186.38,189.55,182.58,188.8,196.1,189.15,172.96,199.86,196.72,187.64,201.4,208.44,209.17,203.59,196.94,212.47,217.29,214.15,200.85,210.83,207.02,205.27,206.4,200.69,208.5,221.17,214.39,216.48,202.79,202.1,169.36,189.89,247.98,256.58,247.92,214.15,244.82,250.75,244.77,242.1,229.31,208.13,243.49,233.6,211.83,236.63,284.96,301.38,292.45,282.88,294.16,319.54,292.05,313.08,325.6,344.61,305.87,297.71,313.69,309.2,300.71,312.11,349.1,324.19,281.96,282.58,283.38,291.59,296.66,316.15,300.59,289.88,257.6,275.1,275.85,280.23,298.89,265.15,256.41,257.94,312.41,275.52,263.1,286.17,282.9,283.52,270.76,275.31,268.39,313.23,275.64,292.24,295.1,333.23,311.62,325.6,186.15
DPCRB19,105.11,111.43,120.68,112.23,112.33,119.17,111.22,123.54,114.42,116.15,123.75,128.8,117.46,124.82,129.81,120.46,115.03,116.7,119.6,123.73,107.52,111.19,111.24,110.49,108.98,114.75,104.56,121.51,124.8,120.47,125.47,118.58,117.24,118.2,111.3,127.78,119.1,118.7,117.1,116.68,126.17,102.32,117.19,122.26,115.32,103.1,122.73,119.27,122.95,136.81,135.41,133.09,151.2,144.83,140.77,135.02,134.95,115.52,136.68,139.71,135.46,131.51,128.86,141.76,146.51,142.75,133.7,130.91,132.05,228.48,201.76,181.11,198.89,197.71,159.32,190.07,189.25,191,169.8,176.25,160.58,159.32,173.26,159.21,166.1,208.44,228.06,218.49,202.22,190.57,179.26,188.54,196.25,214.22,228.11,204.79,206.92,198.19,193,201.04,207.29,225.44,208.17,181.59,188.79,188.86,177.84,188.22,220.38,204.2,203.17,169.54,198.68,184.88,186.24,196.19,176.45,169.26,172.09,187.43,193.86,187.52,218.77,189.94,216.85,216.99,198.16,181.86,197.58,178.92,190.65,181.79,178.9,189.23,201.05,125.07
DPCRB22,107.79,100.46,113.28,108.61,112.25,108.33,105.37,129.19,124.23,125.77,126.55,117.41,117.76,122.83,124.96,111.35,120.16,120.99,126.44,123.13,117.94,116.63,119.4,120.38,120.63,118.61,125.74,123.81,123.19,122.74,120.81,117.68,118.52,126.26,130.26,119.17,114.42,117.01,111.36,127.83,137.31,111.7,116.84,116.63,112.24,120.53,122.21,122.96,116.06,122.79,101.36,113.75,117.4,120.74,131.91,129.99,135.09,133.5,129.8,121.18,130.72,146.05,138.82,128.66,134.66,131.73,117.73,126.56,122.8,113.92,241.64,271.64,289.16,287.86,283.73,285.24,283.3,281.14,290.15,265.53,280.32,283.23,299.4,253.95,286.55,303.75,322.8,295.42,315.02,297.38,324.67,294.3,302.1,315.84,317.42,296.12,286.69,283.43,286.38,285.38,298.68,277.85,287.37,286.19,270.28,290.18,270.84,277.21,307.35,294.68,273.63,300.36,301.87,298.67,282.59,272.37,250.89,251.37,240.09,274.45,258.98,262.99,270.42,294.05,259.32,270.22,280.34,264.1,300.83,272.76,254.37,332.19,309.08,290.47,300.52,171.26
DPCRB23,67.31,77.9,82.04,83.53,85.83,91.92,83.07,91.51,88.17,80.25,84.85,87.6,83.46,82.14,80.99,83.2,82.69,85.68,84.31,92.5,81.68,93.31,75.71,79.42,85.52,83.11,79.43,83.11,90.21,85.13,93.19,103.63,88.25,92.82,102.25,106.3,104.29,100.14,99.82,89.78,95.69,83.11,91.75,90.8,96.28,91.27,102.09,102.28,104.35,113.66,122.65,120.61,115.56,123.63,125.74,119.01,121.51,124.45,130.06,128.47,128.37,112.11,116.52,111.89,124.99,113.68,104.31,103.12,92.51,148.91,150.65,135.08,150.5,141.34,134.56,119.43,114.18,131.86,125.65,125.82,135.59,123.56,131.18,128.33,136.47,164.91,169.04,162.82,166,158.27,173.3,153.38,174.38,165.68,160.29,149,167.58,145.67,155.5,161.98,181.89,166.81,157.11,158.3,150.59,138.76,159,170.23,175.02,167.44,139.6,152.26,140.89,159.18,167.92,170.69,159.34,152,160.78,186.33,169.42,163.42,165.34,146.27,176.74,167.86,168.32,152.78,170.83,144.49,151.19,145.31,150.85,159.42,172.95,99.37
DPFLB01,451.9,417.6,494.24,521.06,522.91,505.25,486.33,558.17,529.92,524.41,515.72,546.59,495.74,527.36,537.36,490.97,527.33,522.16,536.81,546.51,510.73,547.86,532.69,557.37,525.92,518.97,506.1,522.72,529.26,517.79,513.72,517.64,539.74,539.57,513.76,553.91,536.97,494.62,519.54,506.52,547.54,502.16,509.82,525.14,490.38,499.77,510.52,537.43,523.42,489.05,485.85,514.71,500.91,478.43,532.45,525.15,526.88,526.46,562.49,554.89,551.71,517,537.06,566.11,570.36,569.75,513.82,532.48,543.52,570.24,573.96,521.81,530.13,529.33,501.17,526.42,556.58,549.13,537.35,504.07,507.61,500.68,522.8,523.33,539.29,535.21,555.37,554.91,541.41,543.72,534.7,544.79,557.72,546.43,558.79,529.25,514.38,518.89,511.71,515.29,511.94,518.39,489.71,536.21,517.71,512.8,509.23,515.62,512.98,496.61,347.94,531.11,538.42,469.19,521.44,547.74,528.09,522.62,557.17,584.09,544.02,507.08,510.49,493.88,523.58,475.66,479.04,475.24,481.62,486.94,476.6,498.26,525.28,516.69,537.59,294.12
